order_id,order_date,customer_id,product_id,category,product_price,product_rating,product_historical_return_rate,customer_age,customer_previous_orders,customer_previous_returns,customer_return_rate,quantity,discount_pct,payment_type,delivery_distance_km,expected_delivery_days,discount_bucket,price_bucket,order_month,order_day_of_week,returned
O038046,2025-12-13 05:14:08.631215,C05654,P00747,Home & Kitchen,738.71,3.8,0.1103,39,7,1,0.1429,2,36.5,Debit Card,13.4,4,High,Mid,12,5,0
O038047,2025-12-13 05:27:14.890872,C01444,P01007,Fashion,436.1,4.03,0.2334,38,8,1,0.125,1,1.5,UPI,3.7,3,Low,Budget,12,5,0
O038048,2025-12-13 05:40:21.150528,C01876,P01775,Electronics,1197.08,4.29,0.0445,23,8,1,0.125,1,11.5,Debit Card,12.4,4,Medium,Mid,12,5,0
O038049,2025-12-13 05:53:27.410185,C06151,P01684,Footwear,2625.38,3.85,0.3114,18,11,3,0.2727,1,3.6,Credit Card,6.4,2,Low,Premium,12,5,0
O038050,2025-12-13 06:06:33.669841,C03975,P01867,Electronics,280.69,3.68,0.0864,22,9,0,0.0,1,16.4,Debit Card,32.2,3,Medium,Budget,12,5,0
O038051,2025-12-13 06:19:39.929498,C00143,P01448,Footwear,2516.2,3.84,0.1993,30,4,1,0.25,2,11.2,Credit Card,26.9,3,Medium,Premium,12,5,0
O038052,2025-12-13 06:32:46.189154,C04871,P02497,Books,950.98,4.39,0.02,26,11,1,0.0909,1,14.8,UPI,3.7,3,Medium,Mid,12,5,0
O038053,2025-12-13 06:45:52.448811,C07898,P01231,Sports,333.28,3.52,0.1324,59,10,5,0.5,2,30.2,UPI,12.6,3,High,Budget,12,5,0
O038054,2025-12-13 06:58:58.708467,C03029,P00494,Footwear,3452.04,3.36,0.2408,28,14,7,0.5,1,29.2,Debit Card,21.5,2,High,Premium,12,5,1
O038055,2025-12-13 07:12:04.968124,C03263,P02149,Beauty,690.76,3.18,0.1228,52,3,0,0.0,1,20.6,Debit Card,11.2,3,Medium,Mid,12,5,0
O038056,2025-12-13 07:25:11.227780,C03694,P02345,Footwear,871.86,4.77,0.1842,33,13,2,0.1538,1,18.4,COD,25.8,4,Medium,Mid,12,5,0
O038057,2025-12-13 07:38:17.487437,C01931,P00411,Books,636.21,4.26,0.0829,22,13,0,0.0,1,16.7,Credit Card,24.4,3,Medium,Mid,12,5,0
O038058,2025-12-13 07:51:23.747093,C00193,P01932,Sports,1696.02,4.12,0.0976,46,4,1,0.25,1,29.1,UPI,14.0,4,High,Premium,12,5,0
O038059,2025-12-13 08:04:30.006750,C00789,P00855,Home & Kitchen,1374.54,3.93,0.1281,43,7,0,0.0,1,43.4,Credit Card,15.5,2,Very High,Mid,12,5,0
O038060,2025-12-13 08:17:36.266406,C05351,P00097,Beauty,865.67,3.71,0.0732,28,8,5,0.625,1,9.4,COD,10.5,2,Low,Mid,12,5,1
O038061,2025-12-13 08:30:42.526063,C02841,P01353,Fashion,2579.9,4.4,0.2528,38,5,0,0.0,1,33.2,COD,28.0,3,High,Premium,12,5,1
O038062,2025-12-13 08:43:48.785719,C05635,P01607,Home & Kitchen,1837.18,5.0,0.1337,54,7,1,0.1429,1,29.5,UPI,13.2,3,High,Premium,12,5,0
O038063,2025-12-13 08:56:55.045376,C02304,P00719,Electronics,441.74,4.43,0.0864,59,4,1,0.25,3,13.0,COD,6.7,2,Medium,Budget,12,5,1
O038064,2025-12-13 09:10:01.305032,C07976,P01491,Books,552.07,3.23,0.0452,39,7,3,0.4286,1,17.4,COD,10.7,2,Medium,Mid,12,5,0
O038065,2025-12-13 09:23:07.564689,C01170,P02260,Footwear,1961.87,4.21,0.2597,61,13,2,0.1538,1,22.7,Debit Card,16.7,4,Medium,Premium,12,5,0
O038066,2025-12-13 09:36:13.824345,C01869,P00479,Footwear,1101.19,3.37,0.235,19,9,1,0.1111,4,0.0,UPI,18.6,3,Low,Mid,12,5,0
O038067,2025-12-13 09:49:20.084002,C06688,P01501,Electronics,2787.6,4.5,0.1443,22,13,2,0.1538,1,0.0,Wallet,4.2,4,Low,Premium,12,5,0
O038068,2025-12-13 10:02:26.343658,C00926,P02441,Electronics,4243.51,3.08,0.1004,62,5,2,0.4,1,3.3,COD,10.5,3,Low,Premium,12,5,0
O038069,2025-12-13 10:15:32.603315,C00950,P01148,Beauty,3423.04,4.24,0.0504,31,2,1,0.5,1,22.3,COD,13.2,3,Medium,Premium,12,5,0
O038070,2025-12-13 10:28:38.862971,C03593,P02142,Footwear,582.02,4.62,0.2178,64,9,2,0.2222,2,20.7,UPI,6.5,2,Medium,Mid,12,5,0
O038071,2025-12-13 10:41:45.122628,C06244,P00933,Home & Kitchen,1817.86,4.18,0.119,33,10,0,0.0,3,31.3,UPI,23.1,4,High,Premium,12,5,0
O038072,2025-12-13 10:54:51.382284,C00106,P00936,Fashion,1696.38,3.73,0.2666,54,11,0,0.0,1,19.9,Credit Card,47.8,5,Medium,Premium,12,5,0
O038073,2025-12-13 11:07:57.641941,C05245,P00362,Footwear,208.46,4.22,0.2145,34,6,1,0.1667,4,38.1,Debit Card,5.8,1,High,Budget,12,5,1
O038074,2025-12-13 11:21:03.901597,C02818,P02127,Sports,4851.12,4.5,0.0503,58,11,1,0.0909,2,9.6,COD,10.6,3,Low,Premium,12,5,0
O038075,2025-12-13 11:34:10.161254,C07385,P01225,Footwear,150.0,4.15,0.2349,47,7,1,0.1429,1,30.5,UPI,11.2,2,High,Budget,12,5,0
O038076,2025-12-13 11:47:16.420910,C02766,P01173,Footwear,532.53,3.75,0.1774,43,5,0,0.0,2,18.7,COD,27.7,3,Medium,Mid,12,5,0
O038077,2025-12-13 12:00:22.680567,C01907,P01301,Sports,1081.31,4.15,0.0578,31,11,3,0.2727,1,37.0,UPI,1.8,2,High,Mid,12,5,1
O038078,2025-12-13 12:13:28.940223,C04543,P00884,Fashion,1160.25,3.58,0.1952,61,9,2,0.2222,1,22.3,Credit Card,13.1,3,Medium,Mid,12,5,0
O038079,2025-12-13 12:26:35.199879,C05828,P02307,Fashion,5480.01,3.2,0.2648,49,7,0,0.0,1,0.0,Credit Card,13.3,2,Low,Luxury,12,5,0
O038080,2025-12-13 12:39:41.459536,C04204,P00124,Books,926.79,4.23,0.0602,24,10,0,0.0,1,25.8,Credit Card,44.6,3,High,Mid,12,5,0
O038081,2025-12-13 12:52:47.719192,C01911,P02341,Electronics,792.76,4.23,0.1193,21,5,1,0.2,1,0.0,UPI,9.9,4,Low,Mid,12,5,0
O038082,2025-12-13 13:05:53.978849,C06985,P01677,Sports,1997.77,4.26,0.107,62,8,2,0.25,2,27.2,UPI,28.1,4,High,Premium,12,5,0
O038083,2025-12-13 13:19:00.238505,C05106,P01552,Sports,3505.64,4.85,0.173,48,5,2,0.4,2,4.3,UPI,34.7,4,Low,Premium,12,5,0
O038084,2025-12-13 13:32:06.498162,C05568,P01574,Footwear,2560.58,3.74,0.1953,34,6,0,0.0,1,22.4,Debit Card,20.0,3,Medium,Premium,12,5,0
O038085,2025-12-13 13:45:12.757818,C00959,P01143,Footwear,951.74,3.58,0.2478,63,12,7,0.5833,2,11.2,UPI,4.9,3,Medium,Mid,12,5,1
O038086,2025-12-13 13:58:19.017475,C07548,P02223,Fashion,1083.71,3.85,0.2229,56,11,2,0.1818,1,16.2,COD,26.8,4,Medium,Mid,12,5,0
O038087,2025-12-13 14:11:25.277131,C03715,P01126,Fashion,6103.69,4.65,0.2617,52,12,2,0.1667,1,33.6,UPI,22.1,4,High,Luxury,12,5,0
O038088,2025-12-13 14:24:31.536788,C03400,P00931,Electronics,1073.45,3.78,0.0397,51,5,0,0.0,1,17.3,Debit Card,5.6,3,Medium,Mid,12,5,0
O038089,2025-12-13 14:37:37.796444,C03801,P00615,Beauty,1510.05,5.0,0.1402,61,6,2,0.3333,1,21.6,Credit Card,20.2,3,Medium,Premium,12,5,0
O038090,2025-12-13 14:50:44.056101,C06122,P01208,Footwear,1415.64,4.39,0.2388,46,12,2,0.1667,1,9.1,Debit Card,6.4,3,Low,Mid,12,5,0
O038091,2025-12-13 15:03:50.315757,C02749,P01792,Footwear,649.25,3.9,0.1858,37,11,4,0.3636,2,15.9,UPI,13.4,3,Medium,Mid,12,5,1
O038092,2025-12-13 15:16:56.575414,C04279,P01053,Footwear,4211.81,3.91,0.1998,52,7,5,0.7143,2,9.3,Credit Card,58.4,3,Low,Premium,12,5,1
O038093,2025-12-13 15:30:02.835070,C00193,P01937,Fashion,466.47,4.33,0.2141,46,4,1,0.25,1,28.3,UPI,15.7,3,High,Budget,12,5,0
O038094,2025-12-13 15:43:09.094727,C02751,P01495,Footwear,5384.16,3.62,0.2569,29,5,0,0.0,2,36.2,COD,3.4,3,High,Luxury,12,5,1
O038095,2025-12-13 15:56:15.354383,C06645,P00141,Home & Kitchen,1280.88,3.72,0.1075,55,10,2,0.2,1,0.0,Debit Card,27.5,4,Low,Mid,12,5,0
O038096,2025-12-13 16:09:21.614040,C03610,P01367,Fashion,1734.29,4.17,0.2121,49,11,2,0.1818,1,25.3,UPI,43.4,5,High,Premium,12,5,1
O038097,2025-12-13 16:22:27.873696,C07894,P00340,Books,521.97,4.02,0.02,27,11,4,0.3636,1,15.5,Credit Card,30.7,3,Medium,Mid,12,5,0
O038098,2025-12-13 16:35:34.133353,C05573,P01149,Electronics,1231.16,4.64,0.0453,29,6,3,0.5,1,24.6,Wallet,6.6,3,Medium,Mid,12,5,0
O038099,2025-12-13 16:48:40.393009,C01987,P00820,Fashion,1835.0,3.49,0.2109,56,11,1,0.0909,2,14.1,UPI,9.0,2,Medium,Premium,12,5,0
O038100,2025-12-13 17:01:46.652666,C01977,P00910,Home & Kitchen,1667.19,4.28,0.092,61,6,1,0.1667,1,13.6,UPI,24.7,3,Medium,Premium,12,5,0
O038101,2025-12-13 17:14:52.912322,C07303,P00406,Sports,719.56,4.54,0.1195,62,5,2,0.4,1,43.1,Debit Card,46.7,4,Very High,Mid,12,5,0
O038102,2025-12-13 17:27:59.171979,C04494,P00883,Footwear,2099.29,4.12,0.1521,30,5,1,0.2,1,24.1,Credit Card,13.4,3,Medium,Premium,12,5,0
O038103,2025-12-13 17:41:05.431635,C02745,P02242,Beauty,707.54,4.96,0.0632,27,8,1,0.125,1,21.3,UPI,4.5,3,Medium,Mid,12,5,0
O038104,2025-12-13 17:54:11.691292,C07268,P00612,Fashion,387.81,3.53,0.1939,37,11,1,0.0909,1,7.6,COD,5.5,2,Low,Budget,12,5,0
O038105,2025-12-13 18:07:17.950948,C03381,P01902,Fashion,2868.07,3.94,0.1921,57,11,3,0.2727,3,31.6,Credit Card,28.6,4,High,Premium,12,5,0
O038106,2025-12-13 18:20:24.210605,C00443,P00878,Books,311.07,4.02,0.0578,24,13,1,0.0769,1,24.9,Debit Card,13.4,4,Medium,Budget,12,5,0
O038107,2025-12-13 18:33:30.470261,C05931,P01823,Fashion,197.08,4.13,0.2029,61,11,0,0.0,1,36.9,UPI,16.4,2,High,Budget,12,5,0
O038108,2025-12-13 18:46:36.729918,C05230,P01722,Fashion,730.71,4.22,0.2477,30,14,1,0.0714,2,38.3,Credit Card,15.2,3,High,Mid,12,5,1
O038109,2025-12-13 18:59:42.989574,C05563,P01034,Fashion,654.32,3.5,0.2852,54,4,1,0.25,1,27.1,UPI,8.7,2,High,Mid,12,5,0
O038110,2025-12-13 19:12:49.249231,C04786,P01415,Sports,1383.28,3.97,0.075,34,2,0,0.0,1,0.0,Credit Card,11.1,2,Low,Mid,12,5,0
O038111,2025-12-13 19:25:55.508887,C07557,P00178,Home & Kitchen,160.95,4.13,0.0604,56,10,4,0.4,1,34.7,Debit Card,7.0,2,High,Budget,12,5,0
O038112,2025-12-13 19:39:01.768544,C07645,P00250,Books,1215.7,4.79,0.0905,23,6,2,0.3333,1,22.5,Debit Card,8.9,3,Medium,Mid,12,5,0
O038113,2025-12-13 19:52:08.028200,C05200,P00425,Electronics,1716.57,3.68,0.1115,62,7,1,0.1429,1,0.0,Debit Card,7.0,2,Low,Premium,12,5,0
O038114,2025-12-13 20:05:14.287857,C06639,P02448,Footwear,472.22,3.32,0.208,55,11,1,0.0909,1,16.8,Credit Card,8.0,6,Medium,Budget,12,5,1
O038115,2025-12-13 20:18:20.547513,C05309,P00356,Sports,1525.56,4.24,0.1072,21,8,0,0.0,1,17.5,Credit Card,4.4,3,Medium,Premium,12,5,0
O038116,2025-12-13 20:31:26.807170,C07289,P01698,Fashion,1998.27,4.72,0.3126,38,3,0,0.0,1,26.1,Debit Card,7.0,3,High,Premium,12,5,0
O038117,2025-12-13 20:44:33.066826,C01558,P00511,Electronics,425.42,4.27,0.1206,54,7,0,0.0,2,10.0,Wallet,7.1,2,Low,Budget,12,5,0
O038118,2025-12-13 20:57:39.326483,C06959,P01365,Beauty,2664.61,4.02,0.099,31,16,5,0.3125,1,29.9,COD,33.5,3,High,Premium,12,5,0
O038119,2025-12-13 21:10:45.586139,C04326,P02073,Sports,322.07,4.66,0.0824,36,10,0,0.0,1,26.3,Debit Card,20.0,3,High,Budget,12,5,0
O038120,2025-12-13 21:23:51.845796,C01020,P00190,Fashion,5059.64,4.06,0.2601,23,11,5,0.4545,1,11.6,UPI,11.7,4,Medium,Luxury,12,5,0
O038121,2025-12-13 21:36:58.105452,C07590,P00116,Electronics,3439.79,4.25,0.1554,44,6,1,0.1667,1,0.0,Debit Card,10.1,2,Low,Premium,12,5,0
O038122,2025-12-13 21:50:04.365109,C02492,P02242,Beauty,707.54,4.96,0.0632,30,21,4,0.1905,4,30.4,UPI,13.9,3,High,Mid,12,5,0
O038123,2025-12-13 22:03:10.624765,C03807,P01638,Fashion,860.32,3.52,0.2608,22,4,1,0.25,3,25.5,Credit Card,5.5,3,High,Mid,12,5,0
O038124,2025-12-13 22:16:16.884422,C07235,P01762,Books,2032.78,5.0,0.0889,34,5,0,0.0,2,6.6,Credit Card,27.2,2,Low,Premium,12,5,0
O038125,2025-12-13 22:29:23.144078,C06162,P00186,Home & Kitchen,546.51,4.41,0.0894,28,3,0,0.0,1,2.3,Debit Card,3.8,2,Low,Mid,12,5,0
O038126,2025-12-13 22:42:29.403735,C03088,P01998,Footwear,399.29,4.29,0.1681,26,9,0,0.0,1,23.3,Debit Card,7.1,3,Medium,Budget,12,5,0
O038127,2025-12-13 22:55:35.663391,C07019,P00934,Fashion,671.19,3.3,0.2332,39,6,2,0.3333,1,22.2,Credit Card,29.5,3,Medium,Mid,12,5,0
O038128,2025-12-13 23:08:41.923048,C05901,P00564,Sports,1464.31,5.0,0.0909,61,12,2,0.1667,1,29.4,UPI,3.1,2,High,Mid,12,5,0
O038129,2025-12-13 23:21:48.182704,C06651,P00059,Books,820.18,3.71,0.0378,27,8,5,0.625,1,5.4,UPI,5.7,3,Low,Mid,12,5,0
O038130,2025-12-13 23:34:54.442361,C03898,P00354,Footwear,584.25,3.93,0.2562,18,7,2,0.2857,2,10.6,Credit Card,21.8,3,Medium,Mid,12,5,0
O038131,2025-12-13 23:48:00.702017,C02565,P00558,Fashion,1055.48,2.95,0.2319,38,11,0,0.0,1,22.6,UPI,10.8,1,Medium,Mid,12,5,1
O038132,2025-12-14 00:01:06.961674,C02520,P02013,Books,714.25,3.49,0.0482,64,11,0,0.0,2,13.3,Debit Card,11.4,3,Medium,Mid,12,6,0
O038133,2025-12-14 00:14:13.221330,C00485,P01505,Sports,1593.59,3.58,0.1067,39,9,4,0.4444,1,30.0,Credit Card,14.2,2,High,Premium,12,6,0
O038134,2025-12-14 00:27:19.480987,C02563,P00632,Books,563.15,4.88,0.0257,49,12,4,0.3333,1,8.5,UPI,13.2,3,Low,Mid,12,6,0
O038135,2025-12-14 00:40:25.740643,C02568,P00728,Fashion,782.75,4.0,0.2777,47,15,3,0.2,2,22.7,Debit Card,7.0,3,Medium,Mid,12,6,1
O038136,2025-12-14 00:53:32.000300,C02554,P00606,Home & Kitchen,1970.0,4.37,0.1322,27,11,0,0.0,2,23.0,Credit Card,8.9,4,Medium,Premium,12,6,0
O038137,2025-12-14 01:06:38.259956,C03902,P00117,Beauty,2405.79,4.45,0.0973,62,4,1,0.25,1,10.5,UPI,11.1,3,Medium,Premium,12,6,0
O038138,2025-12-14 01:19:44.519612,C00772,P01428,Electronics,562.01,3.85,0.093,64,10,2,0.2,1,19.9,Wallet,9.4,1,Medium,Mid,12,6,0
O038139,2025-12-14 01:32:50.779269,C06148,P01682,Books,970.83,3.51,0.0348,52,8,3,0.375,2,15.8,Credit Card,6.6,2,Medium,Mid,12,6,0
O038140,2025-12-14 01:45:57.038925,C05443,P01562,Home & Kitchen,2263.88,4.2,0.1526,61,10,2,0.2,1,6.6,UPI,13.8,2,Low,Premium,12,6,0
O038141,2025-12-14 01:59:03.298582,C01200,P02279,Home & Kitchen,1720.83,3.27,0.1472,47,6,5,0.8333,1,30.2,COD,32.2,3,High,Premium,12,6,0
O038142,2025-12-14 02:12:09.558238,C05177,P01514,Home & Kitchen,2368.17,4.66,0.1144,27,7,3,0.4286,1,33.3,Debit Card,20.9,4,High,Premium,12,6,0
O038143,2025-12-14 02:25:15.817895,C06131,P01708,Fashion,703.07,4.41,0.2975,21,5,1,0.2,1,34.2,Credit Card,42.7,3,High,Mid,12,6,0
O038144,2025-12-14 02:38:22.077551,C02808,P02139,Fashion,754.46,4.14,0.2669,32,3,0,0.0,1,0.0,Credit Card,27.3,3,Low,Mid,12,6,0
O038145,2025-12-14 02:51:28.337208,C05903,P00358,Home & Kitchen,271.22,4.22,0.0726,22,12,0,0.0,2,16.4,Credit Card,18.5,4,Medium,Budget,12,6,0
O038146,2025-12-14 03:04:34.596864,C02585,P02064,Books,394.84,4.32,0.0593,34,7,1,0.1429,2,33.4,Debit Card,8.0,2,High,Budget,12,6,0
O038147,2025-12-14 03:17:40.856521,C06308,P00327,Electronics,14934.2,3.8,0.1289,23,10,4,0.4,1,15.5,Credit Card,15.7,4,Medium,Luxury,12,6,0
O038148,2025-12-14 03:30:47.116177,C03068,P02496,Sports,415.96,4.05,0.0844,51,8,1,0.125,2,18.1,COD,30.0,3,Medium,Budget,12,6,0
O038149,2025-12-14 03:43:53.375834,C07349,P01879,Fashion,3610.0,3.88,0.2365,61,9,2,0.2222,1,9.3,UPI,5.1,2,Low,Premium,12,6,1
O038150,2025-12-14 03:56:59.635490,C06990,P01562,Home & Kitchen,2263.88,4.2,0.1526,24,7,1,0.1429,1,30.6,Wallet,16.4,3,High,Premium,12,6,1
O038151,2025-12-14 04:10:05.895147,C04415,P00803,Home & Kitchen,588.81,3.58,0.1189,41,6,2,0.3333,1,5.2,Credit Card,7.1,1,Low,Mid,12,6,0
O038152,2025-12-14 04:23:12.154803,C00948,P01224,Fashion,2218.42,4.45,0.2058,24,6,0,0.0,1,11.1,UPI,16.2,2,Medium,Premium,12,6,0
O038153,2025-12-14 04:36:18.414460,C03449,P01436,Footwear,508.67,4.33,0.2156,46,7,1,0.1429,1,27.6,Credit Card,8.0,3,High,Mid,12,6,0
O038154,2025-12-14 04:49:24.674116,C05139,P00597,Fashion,971.6,4.7,0.2377,21,5,1,0.2,1,16.8,Wallet,15.2,3,Medium,Mid,12,6,0
O038155,2025-12-14 05:02:30.933773,C03076,P00092,Fashion,7366.3,4.46,0.2412,53,4,0,0.0,1,23.3,UPI,32.0,3,Medium,Luxury,12,6,0
O038156,2025-12-14 05:15:37.193429,C00705,P01486,Beauty,2505.14,3.83,0.0745,24,5,2,0.4,1,33.8,UPI,12.6,4,High,Premium,12,6,0
O038157,2025-12-14 05:28:43.453086,C03035,P01258,Books,1091.93,4.72,0.0303,22,12,0,0.0,1,22.8,Credit Card,13.3,3,Medium,Mid,12,6,0
O038158,2025-12-14 05:41:49.712742,C07476,P01123,Fashion,630.04,3.99,0.2142,52,12,4,0.3333,1,22.7,Debit Card,7.3,2,Medium,Mid,12,6,0
O038159,2025-12-14 05:54:55.972399,C06258,P00676,Fashion,1387.25,3.65,0.1738,50,5,3,0.6,3,34.0,UPI,1.9,2,High,Mid,12,6,1
O038160,2025-12-14 06:08:02.232055,C02291,P00064,Beauty,1142.43,3.59,0.116,36,6,1,0.1667,1,25.7,UPI,3.9,3,High,Mid,12,6,1
O038161,2025-12-14 06:21:08.491712,C06893,P01228,Fashion,4282.99,3.58,0.2503,18,2,0,0.0,1,27.9,Credit Card,5.2,3,High,Premium,12,6,1
O038162,2025-12-14 06:34:14.751368,C07504,P00271,Home & Kitchen,4807.23,3.88,0.1631,42,7,0,0.0,1,10.0,UPI,28.6,3,Low,Premium,12,6,0
O038163,2025-12-14 06:47:21.011025,C03745,P00914,Sports,1592.74,3.87,0.0832,29,19,3,0.1579,1,0.0,UPI,6.1,3,Low,Premium,12,6,1
O038164,2025-12-14 07:00:27.270681,C00353,P01008,Fashion,2301.57,3.84,0.2642,32,4,2,0.5,2,13.2,UPI,10.0,4,Medium,Premium,12,6,0
O038165,2025-12-14 07:13:33.530338,C06284,P00658,Fashion,1924.45,3.58,0.2523,26,11,1,0.0909,1,0.0,Credit Card,8.3,4,Low,Premium,12,6,0
O038166,2025-12-14 07:26:39.789994,C07084,P01910,Fashion,400.42,4.67,0.2455,43,6,1,0.1667,1,27.3,UPI,24.2,3,High,Budget,12,6,0
O038167,2025-12-14 07:39:46.049651,C00376,P02273,Fashion,1869.12,4.3,0.1967,22,7,0,0.0,1,28.5,UPI,10.3,3,High,Premium,12,6,0
O038168,2025-12-14 07:52:52.309307,C00080,P01158,Books,305.67,3.4,0.02,49,11,4,0.3636,2,32.6,COD,4.0,4,High,Budget,12,6,0
O038169,2025-12-14 08:05:58.568964,C04226,P01592,Fashion,1065.23,4.01,0.256,26,8,2,0.25,2,32.0,Debit Card,31.7,3,High,Mid,12,6,1
O038170,2025-12-14 08:19:04.828620,C03446,P00300,Footwear,1158.99,4.0,0.2791,51,11,3,0.2727,1,19.3,UPI,10.0,4,Medium,Mid,12,6,0
O038171,2025-12-14 08:32:11.088277,C07619,P00753,Electronics,676.24,3.61,0.062,30,5,2,0.4,1,31.9,Credit Card,3.4,3,High,Mid,12,6,0
O038172,2025-12-14 08:45:17.347933,C04094,P02173,Electronics,1592.55,4.53,0.1176,38,9,1,0.1111,1,0.0,UPI,35.1,4,Low,Premium,12,6,0
O038173,2025-12-14 08:58:23.607590,C00596,P00333,Footwear,779.15,4.17,0.147,55,7,3,0.4286,2,49.5,UPI,1.2,4,Very High,Mid,12,6,0
O038174,2025-12-14 09:11:29.867246,C07817,P02138,Beauty,669.78,4.31,0.0778,42,12,3,0.25,1,8.9,COD,3.3,3,Low,Mid,12,6,0
O038175,2025-12-14 09:24:36.126903,C05242,P01332,Electronics,6807.62,3.93,0.0888,59,6,0,0.0,1,23.7,Debit Card,14.2,4,Medium,Luxury,12,6,1
O038176,2025-12-14 09:37:42.386559,C05998,P01943,Electronics,3104.93,4.14,0.1362,64,6,0,0.0,2,0.2,Credit Card,3.9,2,Low,Premium,12,6,0
O038177,2025-12-14 09:50:48.646216,C01237,P01844,Electronics,225.8,5.0,0.0494,18,8,0,0.0,1,19.9,COD,4.1,1,Medium,Budget,12,6,0
O038178,2025-12-14 10:03:54.905872,C06161,P01870,Footwear,733.79,3.42,0.216,29,8,2,0.25,1,29.6,COD,4.8,2,High,Mid,12,6,0
O038179,2025-12-14 10:17:01.165529,C01303,P00848,Fashion,4263.24,4.73,0.24,50,7,0,0.0,1,24.6,Wallet,23.0,2,Medium,Premium,12,6,0
O038180,2025-12-14 10:30:07.425185,C02677,P02304,Books,1244.62,4.29,0.1046,63,7,0,0.0,1,7.9,COD,16.4,3,Low,Mid,12,6,0
O038181,2025-12-14 10:43:13.684842,C02684,P00890,Beauty,1614.48,4.63,0.0884,56,9,4,0.4444,2,33.1,Credit Card,6.2,2,High,Premium,12,6,0
O038182,2025-12-14 10:56:19.944498,C05189,P01533,Sports,910.86,3.48,0.1281,56,4,0,0.0,3,10.3,UPI,9.2,2,Medium,Mid,12,6,1
O038183,2025-12-14 11:09:26.204155,C01186,P00778,Home & Kitchen,1038.64,4.55,0.1417,32,5,2,0.4,1,2.6,COD,2.6,3,Low,Mid,12,6,0
O038184,2025-12-14 11:22:32.463811,C03163,P00987,Electronics,2671.52,4.44,0.163,25,16,2,0.125,1,37.9,UPI,22.8,3,High,Premium,12,6,1
O038185,2025-12-14 11:35:38.723468,C04799,P00396,Home & Kitchen,1832.16,3.78,0.0612,36,9,0,0.0,1,15.9,Debit Card,4.0,2,Medium,Premium,12,6,0
O038186,2025-12-14 11:48:44.983124,C05348,P02285,Footwear,2517.7,3.41,0.1752,40,8,1,0.125,1,0.0,UPI,18.9,3,Low,Premium,12,6,0
O038187,2025-12-14 12:01:51.242781,C03070,P00379,Electronics,612.4,3.26,0.02,21,7,1,0.1429,3,38.6,Credit Card,29.9,2,High,Mid,12,6,0
O038188,2025-12-14 12:14:57.502437,C04182,P00802,Home & Kitchen,613.03,4.45,0.0353,34,12,0,0.0,1,5.2,Credit Card,7.6,2,Low,Mid,12,6,0
O038189,2025-12-14 12:28:03.762094,C04827,P00763,Books,320.82,3.53,0.0541,27,13,2,0.1538,1,25.6,UPI,8.9,3,High,Budget,12,6,0
O038190,2025-12-14 12:41:10.021750,C07568,P00991,Books,2222.16,3.9,0.02,28,13,2,0.1538,1,1.0,Debit Card,13.9,3,Low,Premium,12,6,0
O038191,2025-12-14 12:54:16.281407,C02069,P00785,Sports,3380.84,3.96,0.1334,33,10,0,0.0,2,2.2,UPI,24.0,3,Low,Premium,12,6,0
O038192,2025-12-14 13:07:22.541063,C01392,P01855,Beauty,944.99,4.61,0.0801,42,7,1,0.1429,1,14.2,COD,5.9,3,Medium,Mid,12,6,0
O038193,2025-12-14 13:20:28.800720,C07551,P00609,Fashion,3207.3,4.29,0.2161,34,9,2,0.2222,1,34.2,UPI,16.6,3,High,Premium,12,6,1
O038194,2025-12-14 13:33:35.060376,C01418,P01708,Fashion,703.07,4.41,0.2975,38,10,1,0.1,1,9.1,Debit Card,27.7,4,Low,Mid,12,6,0
O038195,2025-12-14 13:46:41.320033,C04646,P00308,Electronics,781.76,4.44,0.1098,36,15,4,0.2667,1,0.0,Wallet,16.6,3,Low,Mid,12,6,0
O038196,2025-12-14 13:59:47.579689,C01980,P00237,Books,500.36,3.98,0.0686,55,11,2,0.1818,1,6.9,Credit Card,20.3,3,Low,Mid,12,6,0
O038197,2025-12-14 14:12:53.839345,C06665,P00442,Footwear,1172.28,3.58,0.2554,50,5,2,0.4,2,28.4,Debit Card,17.7,3,High,Mid,12,6,0
O038198,2025-12-14 14:26:00.099002,C01601,P00853,Books,1674.98,3.61,0.0835,32,8,0,0.0,3,39.7,UPI,6.8,2,High,Premium,12,6,0
O038199,2025-12-14 14:39:06.358658,C07089,P00317,Beauty,1761.12,4.05,0.0599,24,3,1,0.3333,1,29.4,Debit Card,6.8,4,High,Premium,12,6,0
O038200,2025-12-14 14:52:12.618315,C02858,P01968,Fashion,1029.58,4.02,0.2579,54,5,1,0.2,1,0.0,UPI,41.3,4,Low,Mid,12,6,0
O038201,2025-12-14 15:05:18.877971,C03260,P01904,Beauty,298.94,3.46,0.0747,37,6,0,0.0,1,17.2,UPI,15.9,3,Medium,Budget,12,6,0
O038202,2025-12-14 15:18:25.137628,C07360,P01358,Fashion,889.62,3.31,0.252,20,9,3,0.3333,1,0.0,UPI,11.1,2,Low,Mid,12,6,0
O038203,2025-12-14 15:31:31.397284,C00077,P02249,Electronics,249.63,4.11,0.0932,33,9,3,0.3333,1,12.7,UPI,3.2,4,Medium,Budget,12,6,0
O038204,2025-12-14 15:44:37.656941,C02344,P00576,Electronics,839.89,3.92,0.0817,52,6,0,0.0,1,23.0,UPI,1.1,3,Medium,Mid,12,6,0
